Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
1993-94,1993-11-20T00:00:00Z,Tottenham,Leeds,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-20T00:00:00Z,West Ham,Oldham,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-21T00:00:00Z,Newcastle,Liverpool,3,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-22T00:00:00Z,Chelsea,Man City,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-23T00:00:00Z,Blackburn,Coventry,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-23T00:00:00Z,Everton,Leeds,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-24T00:00:00Z,Aston Villa,Southampton,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-24T00:00:00Z,Man United,Ipswich,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-24T00:00:00Z,Newcastle,Sheffield United,4,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-24T00:00:00Z,Sheffield Weds,Oldham,3,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-24T00:00:00Z,Swindon,QPR,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-24T00:00:00Z,Tottenham,Wimbledon,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-24T00:00:00Z,West Ham,Arsenal,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-27T00:00:00Z,Arsenal,Newcastle,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-27T00:00:00Z,Coventry,Man United,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-27T00:00:00Z,Ipswich,Blackburn,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-27T00:00:00Z,Leeds,Swindon,3,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-27T00:00:00Z,Man City,Sheffield Weds,1,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-27T00:00:00Z,Oldham,Norwich,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-27T00:00:00Z,QPR,Tottenham,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-27T00:00:00Z,Sheffield United,Chelsea,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-27T00:00:00Z,Wimbledon,Everton,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-28T00:00:00Z,Liverpool,Aston Villa,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-11-29T00:00:00Z,Southampton,West Ham,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-04T00:00:00Z,Coventry,Arsenal,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-04T00:00:00Z,Everton,Southampton,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-04T00:00:00Z,Ipswich,Oldham,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-04T00:00:00Z,Leeds,Man City,3,2,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-04T00:00:00Z,Man United,Norwich,2,2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-04T00:00:00Z,QPR,Aston Villa,2,2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-04T00:00:00Z,Sheffield Weds,Liverpool,3,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-04T00:00:00Z,Swindon,Sheffield United,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-04T00:00:00Z,Tottenham,Newcastle,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-04T00:00:00Z,Wimbledon,West Ham,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-05T00:00:00Z,Blackburn,Chelsea,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-06T00:00:00Z,Arsenal,Tottenham,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-07T00:00:00Z,Oldham,Swindon,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-07T00:00:00Z,Sheffield United,Man United,0,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-08T00:00:00Z,Aston Villa,Sheffield Weds,2,2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-08T00:00:00Z,Liverpool,QPR,3,2,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-08T00:00:00Z,Man City,Everton,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-08T00:00:00Z,Southampton,Ipswich,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-08T00:00:00Z,West Ham,Leeds,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-11T00:00:00Z,Aston Villa,Wimbledon,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-11T00:00:00Z,Chelsea,Ipswich,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-11T00:00:00Z,Liverpool,Swindon,2,2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-11T00:00:00Z,Man City,Tottenham,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-11T00:00:00Z,Newcastle,Man United,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-11T00:00:00Z,Oldham,Blackburn,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-11T00:00:00Z,Sheffield United,Everton,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-11T00:00:00Z,Southampton,QPR,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-11T00:00:00Z,West Ham,Coventry,3,2,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-12T00:00:00Z,Arsenal,Sheffield Weds,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-13T00:00:00Z,Norwich,Leeds,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-18T00:00:00Z,Blackburn,Man City,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-18T00:00:00Z,Coventry,Oldham,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-18T00:00:00Z,Everton,Newcastle,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-18T00:00:00Z,Ipswich,Norwich,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-18T00:00:00Z,Leeds,Arsenal,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-18T00:00:00Z,Sheffield Weds,West Ham,5,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-18T00:00:00Z,Swindon,Southampton,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-18T00:00:00Z,Tottenham,Liverpool,3,3,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-18T00:00:00Z,Wimbledon,Sheffield United,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-19T00:00:00Z,Man United,Aston Villa,3,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-22T00:00:00Z,Newcastle,Leeds,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-26T00:00:00Z,Man United,Blackburn,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-26T00:00:00Z,Sheffield United,Liverpool,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-26T00:00:00Z,Wimbledon,Coventry,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-27T00:00:00Z,Everton,Sheffield Weds,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-27T00:00:00Z,Ipswich,West Ham,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-27T00:00:00Z,QPR,Oldham,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-27T00:00:00Z,Southampton,Chelsea,3,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-27T00:00:00Z,Swindon,Arsenal,0,4,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-27T00:00:00Z,Tottenham,Norwich,1,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-28T00:00:00Z,Chelsea,Newcastle,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-28T00:00:00Z,Liverpool,Wimbledon,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-28T00:00:00Z,Man City,Southampton,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-28T00:00:00Z,West Ham,Tottenham,1,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-29T00:00:00Z,Arsenal,Sheffield United,3,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-29T00:00:00Z,Blackburn,Everton,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-29T00:00:00Z,Leeds,QPR,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-29T00:00:00Z,Norwich,Aston Villa,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-29T00:00:00Z,Oldham,Man United,2,5,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1993-12-29T00:00:00Z,Sheffield Weds,Swindon,3,3,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-01T00:00:00Z,Aston Villa,Blackburn,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-01T00:00:00Z,Everton,West Ham,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-01T00:00:00Z,Ipswich,Liverpool,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-01T00:00:00Z,Man United,Leeds,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-01T00:00:00Z,Newcastle,Man City,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-01T00:00:00Z,QPR,Sheffield Weds,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-01T00:00:00Z,Sheffield United,Oldham,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-01T00:00:00Z,Southampton,Norwich,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-01T00:00:00Z,Swindon,Chelsea,1,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-01T00:00:00Z,Tottenham,Coventry,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-01T00:00:00Z,Wimbledon,Arsenal,0,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-03T00:00:00Z,Arsenal,QPR,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-03T00:00:00Z,Chelsea,Everton,4,2,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-03T00:00:00Z,Coventry,Swindon,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-03T00:00:00Z,Sheffield Weds,Tottenham,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-03T00:00:00Z,West Ham,Sheffield United,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-04T00:00:00Z,Liverpool,Man United,3,3,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-04T00:00:00Z,Norwich,Newcastle,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-15T00:00:00Z,Aston Villa,West Ham,3,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-15T00:00:00Z,Everton,Swindon,6,2,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-15T00:00:00Z,Leeds,Ipswich,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-15T00:00:00Z,Man City,Arsenal,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-15T00:00:00Z,Norwich,Chelsea,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-15T00:00:00Z,Oldham,Liverpool,0,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-15T00:00:00Z,Sheffield United,Blackburn,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-15T00:00:00Z,Southampton,Coventry,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-15T00:00:00Z,Tottenham,Man United,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-15T00:00:00Z,Wimbledon,Sheffield Weds,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-16T00:00:00Z,QPR,Newcastle,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-22T00:00:00Z,Arsenal,Oldham,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-22T00:00:00Z,Chelsea,Aston Villa,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-22T00:00:00Z,Coventry,QPR,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-22T00:00:00Z,Ipswich,Wimbledon,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-22T00:00:00Z,Liverpool,Man City,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-22T00:00:00Z,Man United,Everton,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-22T00:00:00Z,Newcastle,Southampton,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-22T00:00:00Z,Sheffield Weds,Sheffield United,3,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-22T00:00:00Z,Swindon,Tottenham,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-23T00:00:00Z,Blackburn,Leeds,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-01-24T00:00:00Z,West Ham,Norwich,3,3,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-02T00:00:00Z,Coventry,Ipswich,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-05T00:00:00Z,Blackburn,Wimbledon,3,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-05T00:00:00Z,Everton,Chelsea,4,2,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-05T00:00:00Z,Man City,Ipswich,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-05T00:00:00Z,Norwich,Liverpool,2,2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-05T00:00:00Z,Oldham,Southampton,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-05T00:00:00Z,QPR,Man United,2,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-05T00:00:00Z,Swindon,Coventry,3,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-05T00:00:00Z,Tottenham,Sheffield Weds,1,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-06T00:00:00Z,Aston Villa,Leeds,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-12T00:00:00Z,Aston Villa,Swindon,5,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-12T00:00:00Z,Everton,Ipswich,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-12T00:00:00Z,Man City,West Ham,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-12T00:00:00Z,Oldham,Chelsea,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-12T00:00:00Z,Sheffield United,Coventry,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-12T00:00:00Z,Tottenham,Blackburn,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-12T00:00:00Z,Wimbledon,Newcastle,4,2,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-13T00:00:00Z,Norwich,Arsenal,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-14T00:00:00Z,Southampton,Liverpool,4,2,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-19T00:00:00Z,Blackburn,Newcastle,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-19T00:00:00Z,Coventry,Man City,4,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-19T00:00:00Z,Everton,Arsenal,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-19T00:00:00Z,Leeds,Liverpool,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-19T00:00:00Z,Swindon,Norwich,3,3,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-22T00:00:00Z,Aston Villa,Man City,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-22T00:00:00Z,Norwich,Blackburn,2,2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-23T00:00:00Z,Newcastle,Coventry,4,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-26T00:00:00Z,Arsenal,Blackburn,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-26T00:00:00Z,Ipswich,Sheffield United,3,2,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-26T00:00:00Z,Liverpool,Coventry,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-26T00:00:00Z,Man City,Swindon,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-26T00:00:00Z,Norwich,Sheffield Weds,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-26T00:00:00Z,Southampton,Wimbledon,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-26T00:00:00Z,West Ham,Man United,2,2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-27T00:00:00Z,Chelsea,Tottenham,4,3,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-02-28T00:00:00Z,Oldham,Leeds,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-03-02T00:00:00Z,Tottenham,Aston Villa,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-03-05T00:00:00Z,Blackburn,Liverpool,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-94,1994-03-05T00:00:00Z,Everton,Oldham,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
