home,away,home_code,away_code,home_last_wins,home_last_draws,home_last_loses,away_last_wins,away_last_draws,away_last_loses,GF,GA
Liverpool,Tottenham,25,43,2,1,2,1,3,1,3,3
Sheffield Weds,West Ham,37,46,3,1,1,1,1,3,5,0
Sheffield United,Wimbledon,36,48,1,2,2,2,2,1,0,2
Man United,Aston Villa,27,1,2,3,0,3,2,0,3,1
Aston Villa,Man United,1,27,0,2,3,0,3,2,1,3
Newcastle,Leeds,29,23,3,1,1,1,0,4,1,1
Leeds,Newcastle,23,29,4,0,1,1,1,3,1,1
Man United,Blackburn,27,4,3,2,0,1,0,4,1,1
Wimbledon,Coventry,48,15,2,2,1,3,1,1,1,2
Sheffield United,Liverpool,36,25,1,2,2,1,2,2,0,0
Blackburn,Man United,4,27,4,0,1,0,2,3,1,1
Liverpool,Sheffield United,25,36,2,2,1,2,2,1,0,0
Coventry,Wimbledon,15,48,1,1,3,1,2,2,2,1
Swindon,Arsenal,42,0,1,2,2,2,1,2,0,4
Southampton,Chelsea,38,14,0,0,5,3,2,0,3,1
Sheffield Weds,Everton,37,18,3,1,1,2,2,1,2,0
West Ham,Ipswich,46,22,3,0,2,0,2,3,1,1
Tottenham,Norwich,43,30,1,3,1,2,2,1,1,3
QPR,Oldham,34,32,1,2,2,1,2,2,2,0
Oldham,QPR,32,34,2,2,1,2,2,1,0,2
Everton,Sheffield Weds,18,37,1,2,2,1,1,3,0,2
Chelsea,Southampton,14,38,0,2,3,5,0,0,1,3
Arsenal,Swindon,0,42,2,1,2,2,2,1,4,0
Norwich,Tottenham,30,43,1,2,2,1,3,1,3,1
Ipswich,West Ham,22,46,3,2,0,2,0,3,1,1
Newcastle,Chelsea,29,14,2,2,1,3,2,0,0,1
Wimbledon,Liverpool,48,25,2,1,2,1,3,1,1,1
Southampton,Man City,38,26,1,0,4,4,0,1,1,1
Chelsea,Newcastle,14,29,0,2,3,1,2,2,1,0
Man City,Southampton,26,38,1,0,4,4,0,1,1,1
West Ham,Tottenham,46,43,2,1,2,2,2,1,1,3
Tottenham,West Ham,43,46,1,2,2,2,1,2,3,1
Liverpool,Wimbledon,25,48,1,3,1,2,1,2,1,1
Sheffield United,Arsenal,36,0,0,3,2,2,1,2,0,3
Norwich,Aston Villa,30,1,2,1,2,3,2,0,1,2
Everton,Blackburn,18,4,1,1,3,1,1,3,0,2
Blackburn,Everton,4,18,3,1,1,3,1,1,2,0
QPR,Leeds,34,23,2,2,1,1,1,3,1,1
Oldham,Man United,32,27,1,2,2,0,3,2,2,5
Aston Villa,Norwich,1,30,0,2,3,2,1,2,2,1
Man United,Oldham,27,32,2,3,0,2,2,1,5,2
Leeds,QPR,23,34,3,1,1,1,2,2,1,1
Arsenal,Sheffield United,0,36,2,1,2,2,3,0,3,0
Swindon,Sheffield Weds,42,37,1,2,2,1,1,3,3,3
Sheffield Weds,Swindon,37,42,3,1,1,2,2,1,3,3
Wimbledon,Arsenal,48,0,2,1,2,1,1,3,0,3
Blackburn,Aston Villa,4,1,4,1,0,2,2,1,1,0
Aston Villa,Blackburn,1,4,1,2,2,0,1,4,0,1
Swindon,Chelsea,42,14,1,2,2,3,1,1,1,3
Tottenham,Coventry,43,15,2,2,1,2,1,2,1,2
West Ham,Everton,46,18,1,1,3,4,1,0,1,0
Liverpool,Ipswich,25,22,1,4,0,0,3,2,2,1
Man United,Leeds,27,23,3,2,0,1,2,2,0,0
Ipswich,Liverpool,22,25,2,3,0,0,4,1,1,2
Newcastle,Man City,29,26,2,2,1,3,1,1,2,0
Leeds,Man United,23,27,2,2,1,0,2,3,0,0
Man City,Newcastle,26,29,1,1,3,1,2,2,0,2
Southampton,Norwich,38,30,1,1,3,2,1,2,0,1
Sheffield United,Oldham,36,32,0,2,3,3,1,1,2,1
Sheffield Weds,QPR,37,34,2,2,1,1,2,2,2,1
Oldham,Sheffield United,32,36,1,1,3,3,2,0,1,2
QPR,Sheffield Weds,34,37,2,2,1,1,2,2,1,2
Norwich,Southampton,30,38,2,1,2,3,1,1,1,0
Chelsea,Swindon,14,42,1,1,3,2,2,1,3,1
Coventry,Tottenham,15,43,2,1,2,1,2,2,2,1
Everton,West Ham,18,46,0,1,4,3,1,1,0,1
Arsenal,Wimbledon,0,48,3,1,1,2,1,2,3,0
QPR,Arsenal,34,0,2,1,2,1,0,4,0,0
Everton,Chelsea,18,14,0,1,4,2,1,2,2,4
Swindon,Coventry,42,15,1,2,2,1,1,3,1,1
Chelsea,Everton,14,18,2,1,2,4,1,0,4,2
Arsenal,QPR,0,34,4,0,1,2,1,2,0,0
West Ham,Sheffield United,46,36,2,1,2,2,2,1,0,0
Tottenham,Sheffield Weds,43,37,2,1,2,1,1,3,0,1
Coventry,Swindon,15,42,3,1,1,2,2,1,1,1
Sheffield Weds,Tottenham,37,43,3,1,1,2,1,2,1,0
Sheffield United,West Ham,36,46,1,2,2,2,1,2,0,0
Man United,Liverpool,27,25,2,3,0,0,4,1,3,3
Liverpool,Man United,25,27,1,4,0,0,3,2,3,3
Norwich,Newcastle,30,29,3,0,2,1,2,2,1,2
Newcastle,Norwich,29,30,2,2,1,2,0,3,2,1
Man City,Arsenal,26,0,1,1,3,1,1,3,0,0
West Ham,Aston Villa,46,1,1,2,2,3,1,1,1,3
Sheffield United,Blackburn,36,4,1,2,2,0,1,4,1,2
Norwich,Chelsea,30,14,2,0,3,1,1,3,1,1
Southampton,Coventry,38,15,1,1,3,1,2,2,1,0
Swindon,Everton,42,18,1,2,2,5,0,0,2,6
Leeds,Ipswich,23,22,1,3,1,1,2,2,0,0
Ipswich,Leeds,22,23,2,2,1,1,3,1,0,0
Oldham,Liverpool,32,25,0,1,4,0,4,1,0,3
Arsenal,Man City,0,26,3,1,1,3,1,1,0,0
Tottenham,Man United,43,27,1,1,3,0,3,2,0,1
Chelsea,Norwich,14,30,3,1,1,3,0,2,1,1
Liverpool,Oldham,25,32,1,4,0,4,1,0,3,0
Blackburn,Sheffield United,4,36,4,1,0,2,2,1,2,1
Wimbledon,Sheffield Weds,48,37,2,1,2,0,1,4,2,1
Coventry,Southampton,15,38,2,2,1,3,1,1,0,1
Everton,Swindon,18,42,0,0,5,2,2,1,6,2
Man United,Tottenham,27,43,2,3,0,3,1,1,1,0
Aston Villa,West Ham,1,46,1,1,3,2,2,1,3,1
Sheffield Weds,Wimbledon,37,48,4,1,0,2,1,2,1,2
QPR,Newcastle,34,29,2,2,1,1,1,3,1,2
Newcastle,QPR,29,34,3,1,1,1,2,2,2,1
Oldham,Arsenal,32,0,0,1,4,0,2,3,1,1
Chelsea,Aston Villa,14,1,3,1,1,3,0,2,1,1
Aston Villa,Chelsea,1,14,2,0,3,1,1,3,1,1
QPR,Coventry,34,15,1,2,2,1,2,2,1,0
Man United,Everton,27,18,2,3,0,4,0,1,1,0
Wimbledon,Ipswich,48,22,2,1,2,1,3,1,0,0
Man City,Liverpool,26,25,0,2,3,0,3,2,1,2
Liverpool,Man City,25,26,2,3,0,3,2,0,2,1
Everton,Man United,18,27,1,0,4,0,3,2,0,1
Southampton,Newcastle,38,29,2,1,2,1,1,3,2,1
Arsenal,Oldham,0,32,3,2,0,4,1,0,1,1
Coventry,QPR,15,34,2,2,1,2,2,1,0,1
Sheffield Weds,Sheffield United,37,36,3,1,1,2,2,1,3,1
Sheffield United,Sheffield Weds,36,37,1,2,2,1,1,3,1,3
Newcastle,Southampton,29,38,3,1,1,2,1,2,1,2
Tottenham,Swindon,43,42,1,0,4,3,2,0,1,2
Swindon,Tottenham,42,43,0,2,3,4,0,1,2,1
Ipswich,Wimbledon,22,48,1,3,1,2,1,2,0,0
Leeds,Blackburn,23,4,1,4,0,0,1,4,1,2
Blackburn,Leeds,4,23,4,1,0,0,4,1,2,1
West Ham,Norwich,46,30,1,2,2,2,1,2,3,3
Norwich,West Ham,30,46,2,1,2,2,2,1,3,3
Ipswich,Coventry,22,15,1,3,1,2,1,2,0,1
Coventry,Ipswich,15,22,2,1,2,1,3,1,1,0
Wimbledon,Blackburn,48,4,1,2,2,0,1,4,0,3
Everton,Chelsea,18,14,1,0,4,0,2,3,4,2
Swindon,Coventry,42,15,1,2,2,2,1,2,3,1
Chelsea,Everton,14,18,3,2,0,4,0,1,2,4
Man City,Ipswich,26,22,0,2,3,2,3,0,2,1
Norwich,Liverpool,30,25,1,2,2,0,2,3,2,2
Ipswich,Man City,22,26,0,3,2,3,2,0,1,2
QPR,Man United,34,27,1,2,2,0,2,3,2,3
Liverpool,Norwich,25,30,3,2,0,2,2,1,2,2
Southampton,Oldham,38,32,3,1,1,4,1,0,1,2
Man United,QPR,27,34,3,2,0,2,2,1,3,2
Tottenham,Sheffield Weds,43,37,1,0,4,1,1,3,1,3
Oldham,Southampton,32,38,0,1,4,1,1,3,2,1
Coventry,Swindon,15,42,2,1,2,2,2,1,1,3
Sheffield Weds,Tottenham,37,43,3,1,1,4,0,1,3,1
Blackburn,Wimbledon,4,48,4,1,0,2,2,1,3,0
Leeds,Aston Villa,23,1,0,4,1,2,1,2,0,1
Aston Villa,Leeds,1,23,2,1,2,1,4,0,1,0
Swindon,Aston Villa,42,1,2,1,2,1,1,3,0,5
Tottenham,Blackburn,43,4,0,0,5,0,0,5,0,2
Oldham,Chelsea,32,14,1,1,3,1,2,2,2,1
Sheffield United,Coventry,36,15,1,1,3,3,1,1,0,0
Ipswich,Everton,22,18,0,2,3,3,0,2,0,0
Everton,Ipswich,18,22,2,0,3,3,2,0,0,0
West Ham,Man City,46,26,1,2,2,2,2,1,0,0
Wimbledon,Newcastle,48,29,1,2,2,2,0,3,4,2
Chelsea,Oldham,14,32,2,2,1,3,1,1,1,2
Coventry,Sheffield United,15,36,1,1,3,3,1,1,0,0
Aston Villa,Swindon,1,42,3,1,1,2,1,2,5,0
Blackburn,Tottenham,4,43,5,0,0,5,0,0,2,0
Man City,West Ham,26,46,1,2,2,2,2,1,0,0
Newcastle,Wimbledon,29,48,3,0,2,2,2,1,2,4
Norwich,Arsenal,30,0,1,3,1,0,3,2,1,1
Arsenal,Norwich,0,30,2,3,0,1,3,1,1,1
Southampton,Liverpool,38,25,2,1,2,0,2,3,4,2
Liverpool,Southampton,25,38,3,2,0,2,1,2,2,4
Everton,Arsenal,18,0,2,1,2,0,4,1,1,1
Newcastle,Blackburn,29,4,3,0,2,0,0,5,0,1
Man City,Coventry,26,15,1,2,2,3,1,1,0,4
Arsenal,Everton,0,18,1,4,0,2,1,2,1,1
Liverpool,Leeds,25,23,2,2,1,2,3,0,0,2
Leeds,Liverpool,23,25,0,3,2,1,2,2,2,0
Coventry,Man City,15,26,1,1,3,2,2,1,4,0
Blackburn,Newcastle,4,29,5,0,0,2,0,3,1,0
Swindon,Norwich,42,30,2,1,2,1,4,0,3,3
Norwich,Swindon,30,42,0,4,1,2,1,2,3,3
Man City,Aston Villa,26,1,1,2,2,1,1,3,0,0
Norwich,Blackburn,30,4,0,5,0,0,0,5,2,2
Aston Villa,Man City,1,26,3,1,1,2,2,1,0,0
Blackburn,Norwich,4,30,5,0,0,0,5,0,2,2
Newcastle,Coventry,29,15,2,0,3,2,1,2,4,0
Coventry,Newcastle,15,29,2,1,2,3,0,2,0,4
Blackburn,Arsenal,4,0,4,1,0,0,5,0,0,1
Arsenal,Blackburn,0,4,0,5,0,0,1,4,1,0
Liverpool,Coventry,25,15,2,1,2,2,1,2,1,0
Sheffield United,Ipswich,36,22,1,2,2,2,3,0,2,3
Coventry,Liverpool,15,25,2,1,2,2,1,2,0,1
Swindon,Man City,42,26,2,1,2,2,2,1,1,2
West Ham,Man United,46,27,1,3,1,0,2,3,2,2
Sheffield Weds,Norwich,37,30,4,0,1,0,5,0,1,1
Ipswich,Sheffield United,22,36,0,3,2,2,2,1,3,2
Norwich,Sheffield Weds,30,37,0,5,0,1,0,4,1,1
Wimbledon,Southampton,48,38,2,1,2,2,0,3,0,1
Man City,Swindon,26,42,1,2,2,2,1,2,2,1
Man United,West Ham,27,46,3,2,0,1,3,1,2,2
Southampton,Wimbledon,38,48,3,0,2,2,1,2,1,0
Tottenham,Chelsea,43,14,0,0,5,2,2,1,3,4
Chelsea,Tottenham,14,43,1,2,2,5,0,0,4,3
Oldham,Leeds,32,23,2,1,2,2,2,1,1,1
Leeds,Oldham,23,32,1,2,2,2,1,2,1,1
Tottenham,Aston Villa,43,1,0,0,5,0,2,3,1,1
Aston Villa,Tottenham,1,43,3,2,0,5,0,0,1,1
Ipswich,Arsenal,22,0,1,2,2,0,4,1,1,5
Liverpool,Blackburn,25,4,2,1,2,1,1,3,0,2
Man United,Chelsea,27,14,3,2,0,2,2,1,0,1
Oldham,Everton,32,18,2,2,1,1,2,2,1,2
Arsenal,Ipswich,0,22,1,4,0,2,2,1,5,1
Southampton,Leeds,38,23,4,0,1,2,2,1,0,0
Blackburn,Liverpool,4,25,3,1,1,2,1,2,2,0
QPR,Man City,34,26,1,1,3,1,2,2,1,1
Chelsea,Man United,14,27,1,2,2,0,2,3,1,0
Sheffield Weds,Newcastle,37,29,3,1,1,3,0,2,0,1
Wimbledon,Norwich,48,30,2,1,2,0,5,0,3,1
Everton,Oldham,18,32,2,2,1,1,2,2,2,1
Man City,QPR,26,34,2,2,1,3,1,1,1,1
Tottenham,Sheffield United,43,36,0,1,4,3,2,0,2,2
Newcastle,Sheffield Weds,29,37,2,0,3,1,1,3,1,0
Leeds,Southampton,23,38,1,2,2,1,0,4,0,0
West Ham,Swindon,46,42,0,4,1,2,1,2,1,1
Sheffield United,Tottenham,36,43,0,2,3,4,1,0,2,2
Swindon,West Ham,42,46,2,1,2,1,4,0,1,1
Norwich,Wimbledon,30,48,0,5,0,2,1,2,1,3
Coventry,Aston Villa,15,1,1,1,3,0,3,2,0,1
Aston Villa,Coventry,1,15,2,3,0,3,1,1,1,0
Ipswich,Aston Villa,22,1,1,1,3,0,2,3,1,0
Aston Villa,Ipswich,1,22,3,2,0,3,1,1,0,1
Wimbledon,Man City,48,26,2,1,2,1,3,1,1,0
Swindon,Newcastle,42,29,1,2,2,3,0,2,1,7
QPR,Norwich,34,30,1,2,2,1,4,0,4,3
Norwich,QPR,30,34,0,4,1,2,2,1,3,4
Southampton,Sheffield Weds,38,37,3,1,1,2,1,2,1,1
Sheffield Weds,Southampton,37,38,2,1,2,1,1,3,1,1
Newcastle,Swindon,29,42,2,0,3,2,2,1,7,1
Man City,Wimbledon,26,48,1,3,1,2,1,2,0,1
Liverpool,Everton,25,18,1,1,3,1,2,2,2,1
Sheffield United,Leeds,36,23,0,2,3,2,2,1,2,2
Everton,Liverpool,18,25,2,2,1,3,1,1,1,2
Leeds,Sheffield United,23,36,1,2,2,3,2,0,2,2
Leeds,Aston Villa,23,1,1,3,1,1,2,2,2,0
Wimbledon,Chelsea,48,14,3,0,2,2,1,2,0,2
Aston Villa,Leeds,1,23,2,2,1,1,3,1,0,2
Sheffield Weds,Man United,37,27,2,2,1,1,1,3,0,5
Sheffield United,QPR,36,34,0,3,2,2,1,2,1,1
QPR,Sheffield United,34,36,2,1,2,2,3,0,1,1
Man United,Sheffield Weds,27,37,3,1,1,1,2,2,5,0
Chelsea,Wimbledon,14,48,2,1,2,2,0,3,2,0
Southampton,Arsenal,38,0,2,2,1,0,3,2,0,4
Oldham,Aston Villa,32,1,2,2,1,2,2,1,2,1
Liverpool,Chelsea,25,14,2,0,3,2,0,3,2,1
Leeds,Coventry,23,15,2,3,0,3,1,1,1,0
Tottenham,Ipswich,43,22,0,2,3,2,1,2,1,1
Coventry,Leeds,15,23,1,1,3,0,3,2,0,1
Chelsea,Liverpool,14,25,3,0,2,3,0,2,1,2
Sheffield United,Man City,36,26,0,4,1,2,2,1,0,0
Swindon,Man United,42,27,0,2,3,1,1,3,2,2
West Ham,Newcastle,46,29,0,4,1,2,0,3,2,4
Aston Villa,Oldham,1,32,1,2,2,1,2,2,1,2
Wimbledon,QPR,48,34,3,0,2,1,2,2,0,1
Man City,Sheffield United,26,36,1,2,2,1,4,0,0,0
Arsenal,Southampton,0,38,2,3,0,1,2,2,4,0
Man United,Swindon,27,42,3,1,1,3,2,0,2,2
Ipswich,Tottenham,22,43,2,1,2,3,2,0,1,1
Newcastle,West Ham,29,46,3,0,2,1,4,0,4,2
QPR,Wimbledon,34,48,2,2,1,2,0,3,1,0
Sheffield Weds,Blackburn,37,4,1,2,2,1,1,3,1,2
Blackburn,Sheffield Weds,4,37,3,1,1,2,2,1,2,1
Norwich,Everton,30,18,0,3,2,1,2,2,3,0
Everton,Norwich,18,30,2,2,1,2,3,0,0,3
Man United,Arsenal,27,0,2,2,1,0,2,3,2,2
Newcastle,Ipswich,29,22,4,0,1,1,2,2,2,0
Arsenal,Man United,0,27,3,2,0,1,2,2,2,2
Ipswich,Newcastle,22,29,2,2,1,1,0,4,0,2
Liverpool,Arsenal,25,0,3,0,2,0,2,3,0,1
Swindon,Blackburn,42,4,0,3,2,1,1,3,1,3
West Ham,Chelsea,46,14,0,4,1,2,0,3,0,2
Norwich,Coventry,30,15,1,2,2,4,0,1,1,2
Tottenham,Everton,43,18,0,3,2,2,2,1,1,0
QPR,Ipswich,34,22,2,2,1,2,1,2,3,1
Arsenal,Liverpool,0,25,3,2,0,2,0,3,1,0
Oldham,Man City,32,26,3,1,1,1,3,1,0,0
Coventry,Norwich,15,30,1,0,4,2,2,1,2,1
Man City,Oldham,26,32,1,3,1,1,1,3,0,0
Ipswich,QPR,22,34,2,1,2,1,2,2,1,3
Southampton,Sheffield United,38,36,2,2,1,1,4,0,0,0
Sheffield United,Southampton,36,38,0,4,1,1,2,2,0,0
Blackburn,Swindon,4,42,3,1,1,2,3,0,3,1
Everton,Tottenham,18,43,1,2,2,2,3,0,0,1
Chelsea,West Ham,14,46,3,0,2,1,4,0,2,0
Wimbledon,Leeds,48,23,2,0,3,0,3,2,1,0
Leeds,Wimbledon,23,48,2,3,0,3,0,2,0,1
West Ham,Sheffield United,46,36,0,3,2,0,5,0,2,3
Sheffield United,West Ham,36,46,0,5,0,2,3,0,3,2
Wimbledon,Blackburn,48,4,3,0,2,1,1,3,4,1
Man City,Ipswich,26,22,1,3,1,3,1,1,2,2
Ipswich,Man City,22,26,1,1,3,1,3,1,2,2
Norwich,Newcastle,30,29,1,1,3,0,0,5,0,3
Newcastle,Norwich,29,30,5,0,0,3,1,1,3,0
Blackburn,Wimbledon,4,48,3,1,1,2,0,3,1,4
Everton,Aston Villa,18,1,1,1,3,3,1,1,0,0
Sheffield Weds,Chelsea,37,14,0,2,3,1,0,4,3,1
Aston Villa,Everton,1,18,1,1,3,3,1,1,0,0
Man United,Liverpool,27,25,1,3,1,2,0,3,1,0
Liverpool,Man United,25,27,3,0,2,1,3,1,0,1
Southampton,Oldham,38,32,1,3,1,1,2,2,1,3
Chelsea,Sheffield Weds,14,37,4,0,1,3,2,0,1,3
Oldham,Southampton,32,38,2,2,1,1,3,1,3,1
Newcastle,Leeds,29,23,5,0,0,1,2,2,1,1
Leeds,Newcastle,23,29,2,2,1,0,0,5,1,1
Swindon,Arsenal,42,0,0,2,3,0,1,4,1,1
Man City,Aston Villa,26,1,0,4,1,3,1,1,3,0
Man United,Blackburn,27,4,2,2,1,2,0,3,0,2
Southampton,Chelsea,38,14,0,3,2,2,0,3,0,2
Wimbledon,Coventry,48,15,3,0,2,4,0,1,2,1
Sheffield Weds,Everton,37,18,1,1,3,3,1,1,5,1
West Ham,Ipswich,46,22,0,2,3,2,2,1,2,1
Sheffield United,Liverpool,36,25,1,4,0,3,0,2,2,1
Aston Villa,Man City,1,26,1,1,3,1,4,0,0,3
Blackburn,Man United,4,27,3,0,2,1,2,2,2,0
Tottenham,Norwich,43,30,1,3,1,4,0,1,2,1
QPR,Oldham,34,32,3,2,0,1,2,2,1,4
Oldham,QPR,32,34,2,2,1,0,2,3,4,1
Liverpool,Sheffield United,25,36,2,0,3,0,4,1,1,2
Everton,Sheffield Weds,18,37,1,1,3,3,1,1,1,5
Chelsea,Southampton,14,38,3,0,2,2,3,0,2,0
Arsenal,Swindon,0,42,4,1,0,3,2,0,1,1
Norwich,Tottenham,30,43,1,0,4,1,3,1,1,2
Ipswich,West Ham,22,46,1,2,2,3,2,0,1,2
Coventry,Wimbledon,15,48,1,0,4,2,0,3,1,2
Sheffield United,Arsenal,36,0,2,3,0,0,2,3,1,1
Norwich,Aston Villa,30,1,1,0,4,4,1,0,0,0
Everton,Blackburn,18,4,0,1,4,1,0,4,0,3
Newcastle,Chelsea,29,14,4,1,0,2,0,3,0,0
Ipswich,Coventry,22,15,0,2,3,4,0,1,0,2
Blackburn,Everton,4,18,4,0,1,4,1,0,3,0
Coventry,Ipswich,15,22,1,0,4,3,2,0,2,0
QPR,Leeds,34,23,3,1,1,1,2,2,0,4
Wimbledon,Liverpool,48,25,3,0,2,3,0,2,1,1
Southampton,Man City,38,26,0,2,3,1,3,1,0,1
Oldham,Man United,32,27,3,1,1,1,2,2,2,3
Chelsea,Newcastle,14,29,3,0,2,0,1,4,0,0
Aston Villa,Norwich,1,30,0,1,4,4,0,1,0,0
Man United,Oldham,27,32,2,2,1,1,1,3,3,2
Leeds,QPR,23,34,2,2,1,1,1,3,4,0
Arsenal,Sheffield United,0,36,3,2,0,0,3,2,1,1
Swindon,Sheffield Weds,42,37,0,3,2,2,1,2,0,1
Man City,Southampton,26,38,1,3,1,3,2,0,1,0
Sheffield Weds,Swindon,37,42,2,1,2,2,3,0,1,0
West Ham,Tottenham,46,43,1,1,3,0,3,2,4,1
Tottenham,West Ham,43,46,2,3,0,3,1,1,1,4
Liverpool,Wimbledon,25,48,2,0,3,2,0,3,1,1
Tottenham,Coventry,43,15,2,2,1,3,0,2,0,1
West Ham,Everton,46,18,2,0,3,4,1,0,0,1
Liverpool,Ipswich,25,22,1,1,3,4,1,0,1,0
Ipswich,Liverpool,22,25,0,1,4,3,1,1,0,1
Newcastle,Man City,29,26,3,2,0,0,3,2,1,2
Man City,Newcastle,26,29,2,3,0,0,2,3,2,1
Southampton,Norwich,38,30,0,1,4,3,1,1,5,4
Sheffield Weds,QPR,37,34,3,0,2,2,1,2,3,1
QPR,Sheffield Weds,34,37,2,1,2,2,0,3,1,3
Norwich,Southampton,30,38,1,1,3,4,1,0,4,5
Coventry,Tottenham,15,43,2,0,3,1,2,2,1,0
Everton,West Ham,18,46,0,1,4,3,0,2,1,0
Blackburn,Aston Villa,4,1,4,0,1,3,2,0,1,0
Aston Villa,Blackburn,1,4,0,2,3,1,0,4,0,1
QPR,Chelsea,34,14,2,0,3,2,1,2,1,1
Chelsea,QPR,14,34,2,1,2,3,0,2,1,1
Chelsea,Arsenal,14,0,2,2,1,0,3,2,0,1
Sheffield United,Aston Villa,36,1,2,3,0,3,2,0,1,2
Southampton,Blackburn,38,4,1,1,3,1,0,4,3,1
Arsenal,Chelsea,0,14,2,3,0,1,2,2,1,0
Sheffield Weds,Coventry,37,15,4,0,1,2,0,3,1,1
QPR,Everton,34,18,1,1,3,3,1,1,2,1
Swindon,Ipswich,42,22,0,2,3,4,1,0,1,1
Newcastle,Liverpool,29,25,2,2,1,3,1,1,2,0
Norwich,Man City,30,26,0,1,4,0,2,3,1,1
Wimbledon,Man United,48,27,3,1,1,1,2,2,1,0
Liverpool,Newcastle,25,29,1,1,3,1,2,2,0,2
Man City,Norwich,26,30,3,2,0,4,1,0,1,1
West Ham,Oldham,46,32,2,0,3,1,1,3,2,1
Everton,QPR,18,34,1,1,3,3,1,1,1,2
Aston Villa,Sheffield United,1,36,0,2,3,0,3,2,2,1
Coventry,Sheffield Weds,15,37,3,0,2,1,0,4,1,1
Blackburn,Southampton,4,38,4,0,1,3,1,1,1,3
Ipswich,Swindon,22,42,0,1,4,3,2,0,1,1
Oldham,West Ham,32,46,3,1,1,3,0,2,1,2
Man United,Wimbledon,27,48,2,2,1,1,1,3,0,1
Tottenham,Leeds,43,23,2,1,2,1,1,3,0,2
Leeds,Tottenham,23,43,3,1,1,2,1,2,2,0
Wimbledon,Arsenal,48,0,4,1,0,0,3,2,1,1
Arsenal,Wimbledon,0,48,2,3,0,0,1,4,1,1
Aston Villa,Arsenal,1,0,1,2,2,0,3,2,1,2
Arsenal,Aston Villa,0,1,2,3,0,2,2,1,2,1
Leeds,Chelsea,23,14,3,1,1,2,2,1,1,1
Everton,Coventry,18,15,1,1,3,1,1,3,0,0
Coventry,Everton,15,18,3,1,1,3,1,1,0,0
Sheffield Weds,Ipswich,37,22,4,1,0,3,2,0,5,0
Chelsea,Leeds,14,23,1,2,2,1,1,3,1,1
West Ham,Liverpool,46,25,3,0,2,3,1,1,1,2
Man United,Man City,27,26,2,1,2,0,2,3,2,0
Man City,Man United,26,27,3,2,0,2,1,2,0,2
Oldham,Newcastle,32,29,2,1,2,1,2,2,2,3
Sheffield United,Norwich,36,30,2,2,1,3,2,0,1,0
Newcastle,Oldham,29,32,2,2,1,2,1,2,3,2
Norwich,Sheffield United,30,36,0,2,3,1,2,2,0,1
Ipswich,Sheffield Weds,22,37,0,2,3,0,1,4,0,5
Tottenham,Southampton,43,38,2,0,3,3,0,2,3,0
Wimbledon,Swindon,48,42,3,2,0,2,3,0,4,2
Southampton,Tottenham,38,43,2,0,3,3,0,2,0,3
Liverpool,West Ham,25,46,1,1,3,2,0,3,2,1
Swindon,Wimbledon,42,48,0,3,2,0,2,3,2,4
QPR,Blackburn,34,4,1,1,3,2,0,3,1,1
Blackburn,QPR,4,34,3,0,2,3,1,1,1,1
Wimbledon,Oldham,48,32,3,2,0,3,0,2,3,0
Oldham,Wimbledon,32,48,2,0,3,0,2,3,0,3
QPR,Arsenal,34,0,1,2,2,0,3,2,1,1
Newcastle,Aston Villa,29,1,2,2,1,3,1,1,5,1
West Ham,Blackburn,46,4,3,0,2,1,1,3,1,2
Swindon,Chelsea,42,14,0,2,3,1,3,1,0,2
Man United,Leeds,27,23,3,0,2,1,2,2,2,0
Leeds,Man United,23,27,2,2,1,2,0,3,0,2
Aston Villa,Newcastle,1,29,1,1,3,1,2,2,1,5
Arsenal,QPR,0,34,2,3,0,2,2,1,1,1
Chelsea,Swindon,14,42,1,3,1,3,2,0,2,0
Blackburn,West Ham,4,46,3,1,1,2,0,3,2,1
West Ham,Arsenal,46,0,2,0,3,0,3,2,2,0
Southampton,Aston Villa,38,1,2,0,3,3,1,1,4,1
Man City,Chelsea,26,14,3,1,1,1,3,1,2,2
Leeds,Everton,23,18,2,2,1,3,1,1,3,0
Everton,Leeds,18,23,1,1,3,1,2,2,0,3
Norwich,Liverpool,30,25,0,2,3,2,1,2,1,0
Chelsea,Man City,14,26,1,3,1,1,1,3,2,2
Sheffield United,Newcastle,36,29,3,1,1,1,1,3,2,0
Liverpool,Norwich,25,30,2,1,2,3,2,0,0,1
Sheffield Weds,Oldham,37,32,4,1,0,4,0,1,0,0
Swindon,QPR,42,34,0,2,3,1,3,1,3,1
Newcastle,Sheffield United,29,36,3,1,1,1,1,3,0,2
Oldham,Sheffield Weds,32,37,1,0,4,0,1,4,0,0
Aston Villa,Southampton,1,38,1,1,3,3,0,2,1,4
QPR,Swindon,34,42,1,3,1,3,2,0,1,3
Wimbledon,Tottenham,48,43,3,2,0,3,0,2,2,1
Arsenal,West Ham,0,46,2,3,0,3,0,2,0,2
Tottenham,Wimbledon,43,48,2,0,3,0,2,3,1,2
Man United,Ipswich,27,22,3,0,2,4,1,0,2,1
Ipswich,Man United,22,27,0,1,4,2,0,3,1,2
Coventry,Blackburn,15,4,2,2,1,1,1,3,2,1
Blackburn,Coventry,4,15,3,1,1,1,2,2,1,2
Sheffield Weds,Leeds,37,23,3,2,0,1,1,3,2,2
Sheffield United,Oldham,36,32,3,1,1,4,1,0,1,1
West Ham,QPR,46,34,2,0,3,1,3,1,0,0
